,cluster,cline,drug,Emax_normalized,AAr,IC50,logEC50,Emax
10409,[3],NCIH2081,JI-101,-540.0324649,0.074188811,9.35E-06,-4.756961951,-538.4735532
10410,[3],NCIH209,JI-101,73.29474538,0.129749389,,-5.476253533,70.71089323
10411,[4],NCIH211,JI-101,-11.65334846,0.268783827,3.17E-05,-4.349692477,-11.03468961
10412,,NCIH2141,JI-101,11.78464379,0.077382533,2.76E-05,-4.643974143,11.54561473
10413,[2],NCIH2171,JI-101,-188.4084765,0.147855352,9.94E-06,-4.586700236,-188.07048
10414,[2],NCIH446,JI-101,-226.8783842,0.120526731,1.18E-05,-4.448550002,-221.7763476
10415,[1],NCIH510,JI-101,-489.7515508,0.296092939,6.84E-06,-4.277366077,-501.7401516
10416,[2],NCIH524,JI-101,50.78073156,1.759693068,,-7.823908741,66.21293693
10417,[2],NCIH526,JI-101,69.70807407,0.187615322,,-5.170696227,69.16074003
10418,[3],NCIH69,JI-101,18.56890567,0.111003069,1.55E-05,-4.924453039,18.6428478
10419,,NCIH69/CPR,JI-101,-32.17891756,0.031560445,1.87E-05,-4.63638802,-32.51544658
10420,,NCIH69/LX10,JI-101,61.22191414,0.158724112,,-5.372634143,59.42736073
10421,,NCIH69VCR/R,JI-101,52.69481457,0.158549129,,-5.221125528,50.54000364
10422,[2],NCIH82,JI-101,76.34107802,1.031577637,,-4.084600165,88.1672884
10423,[4],NCIH841,JI-101,42.9553724,0.085254296,3.98E-05,-4.924453039,43.01404501
10424,[3],NCIH889,JI-101,80.92737209,0.028674286,,-5.075720714,80.33512022
10425,[1],SHP77,JI-101,89.39284873,0.04538952,,-5.416801226,87.86360166
10426,[4],SW1271,JI-101,-125.2413976,0.081586062,1.05E-05,-4.772113295,-124.0611357
10427,[1],COLO668,JNJ-26481585,0.452022405,2.728968041,1.82E-08,-7.742321425,0.407353675
10428,[1],CORL88,JNJ-26481585,-0.531252525,2.963292701,1.12E-08,-7.946921557,-0.460367946
10429,[3],CORL47,JNJ-26481585,-0.717629151,2.754850638,1.83E-08,-7.735182177,-0.632361539
10430,[4],DMS114,JNJ-26481585,-2.950161623,4.225482935,5.86E-10,-9.166852888,-4.26522847
10431,[2],DMS273,JNJ-26481585,6.778326553,1.931724127,9.44E-08,-7.071604148,7.058506675
10432,[1],DMS53,JNJ-26481585,-4.286381203,2.292091751,5.93E-08,-7.171340103,-4.77475473
10433,[3],DMS79,JNJ-26481585,-1.386821362,2.539504589,3.08E-08,-7.504455662,-1.465611157
10434,[4],NCIH1048,JNJ-26481585,-4.257839002,2.414527011,4.44E-08,-7.304518324,-4.568348524
10435,[3],NCIH1092,JNJ-26481585,2.403429807,2.458006958,3.14E-08,-7.518557371,2.573242679
10436,[3],NCIH1105,JNJ-26481585,-0.788341541,3.169689201,7.15E-09,-8.145086978,-0.613562396
10437,[4],NCIH1341,JNJ-26481585,-0.865215302,2.545994315,2.97E-08,-7.524328812,-0.867287802
10438,[3],NCIH1436,JNJ-26481585,1.232848841,2.734944514,1.72E-08,-7.769551079,1.090002182
10439,[3],NCIH146,JNJ-26481585,-0.503676012,2.85365822,1.44E-08,-7.838631998,-0.451820132
10440,[3],NCIH1618,JNJ-26481585,1.075783812,3.207013985,5.77E-09,-8.241845378,0.813077583
10441,[2],NCIH1694,JNJ-26481585,-1.254755955,2.862439824,1.47E-08,-7.826813732,-1.131739892
10442,[3],NCIH1836,JNJ-26481585,-0.657985017,2.74115956,1.88E-08,-7.723538196,-0.569212475
10443,[3],NCIH1876,JNJ-26481585,4.445390923,2.79487633,1.20E-08,-7.924453039,3.357000513
10444,[3],NCIH1930,JNJ-26481585,-0.516485825,2.793869762,1.66E-08,-7.779891912,-0.459628667
10445,[4],NCIH196,JNJ-26481585,-0.591627191,2.326341081,4.85E-08,-7.312471039,-0.561514214
10446,[3],NCIH1963,JNJ-26481585,-0.719507008,3.382338997,4.36E-09,-8.358525889,-0.716483596
10447,[1],NCIH2029,JNJ-26481585,1.285756732,2.256268755,5.26E-08,-7.28567024,1.254685794
10448,[4],NCIH2066,JNJ-26481585,-2.473265096,2.178295106,7.22E-08,-7.115204636,-2.487553584
10449,[3],NCIH2081,JNJ-26481585,-1.17833024,2.945777983,1.20E-08,-7.910094889,-1.301769654
10450,[3],NCIH209,JNJ-26481585,-1.220441023,3.016892879,1.03E-08,-7.978810701,-1.179983366
10451,[4],NCIH211,JNJ-26481585,-0.16442188,3.223101007,6.05E-09,-8.217527376,-0.147618281
10452,,NCIH2141,JNJ-26481585,2.477061703,2.537968748,2.55E-08,-7.602059991,2.487266122
10453,[2],NCIH2171,JNJ-26481585,-0.375090134,3.030492513,9.54E-09,-8.019088062,-0.399159161
10454,[2],NCIH446,JNJ-26481585,-0.482329437,2.73509406,1.89E-08,-7.721246399,-0.495270528
10455,[1],NCIH510,JNJ-26481585,-0.957902561,2.974982433,1.12E-08,-7.946921557,-0.855769175
10456,[2],NCIH524,JNJ-26481585,-0.3269573,2.792195363,1.64E-08,-7.782516056,-0.301101396
10457,[2],NCIH526,JNJ-26481585,0.002103353,3.059566904,8.72E-09,-8.059483515,0.001892968
10458,[3],NCIH69,JNJ-26481585,0.535861368,2.800453155,1.53E-08,-7.815308569,0.512965635
10459,,NCIH69/CPR,JNJ-26481585,-0.302908959,2.738491544,1.86E-08,-7.730487056,-0.302704196
10460,,NCIH69/LX10,JNJ-26481585,-0.363080584,0.992037552,1.03E-06,-5.987162775,-0.366207975
10461,,NCIH69VCR/R,JNJ-26481585,0.152749321,0.640984706,2.28E-06,-5.642065153,0.151568149
10462,[2],NCIH82,JNJ-26481585,-0.993615305,2.787353048,1.73E-08,-7.759450752,-0.646217197
10463,[4],NCIH841,JNJ-26481585,0.260370994,2.172867649,6.64E-08,-7.178486472,0.27103291
10464,[3],NCIH889,JNJ-26481585,-0.624875271,2.595771941,2.61E-08,-7.580044252,-0.589288146
10465,[1],SHP77,JNJ-26481585,1.479123842,2.042337504,8.65E-08,-7.072629637,1.550923877
10466,[4],SW1271,JNJ-26481585,-0.657650637,2.829108176,1.54E-08,-7.809668302,-0.618954322
10467,[1],COLO668,JNJ-27291199,0.297012148,0.335317562,4.62E-06,-5.335358024,0.298971965
10468,[1],CORL88,JNJ-27291199,20.85129117,0.058093378,1.72E-05,-4.866461092,20.1485075
10469,[3],CORL47,JNJ-27291199,-21.94366397,0.109569355,7.98E-06,-5.077793723,-21.49023692
10470,[4],DMS114,JNJ-27291199,-0.585378777,0.328651336,4.71E-06,-5.326058001,-0.553317761
10471,[2],DMS273,JNJ-27291199,-540.3694592,0.077416942,8.94E-06,-4.829738285,-542.6692549
10472,[1],DMS53,JNJ-27291199,-2.604788844,0.157544736,7.55E-06,-5.116338565,-2.64727649
10473,[3],DMS79,JNJ-27291199,-3.454670747,0.229057331,5.99E-06,-5.217527376,-3.121781384
10474,[4],NCIH1048,JNJ-27291199,-1.408667417,0.285853946,5.22E-06,-5.279840697,-1.389459094
10475,[3],NCIH1092,JNJ-27291199,-16.26841486,0.1086138,7.96E-06,-5.085128182,-15.24982843
10476,[3],NCIH1105,JNJ-27291199,-5.473219298,0.234936534,5.94E-06,-5.217527376,-5.582161561
10477,[4],NCIH1341,JNJ-27291199,-4.278938629,0.305518605,5.06E-06,-5.287350298,-4.199249169
10478,[3],NCIH1436,JNJ-27291199,-0.197271225,0.267976504,5.41E-06,-5.266000713,-0.204907328
10479,[3],NCIH146,JNJ-27291199,-151.7986173,0.325197588,5.66E-06,-4.882728704,-146.3926085
10480,[3],NCIH1618,JNJ-27291199,-0.875724046,0.237439272,5.82E-06,-5.233587153,-0.938216375
10481,[2],NCIH1694,JNJ-27291199,-1.237910684,0.260679891,5.52E-06,-5.256490235,-1.185578831
10482,[3],NCIH1836,JNJ-27291199,-1.837823223,0.331128635,4.72E-06,-5.322393047,-1.825992449
10483,[3],NCIH1876,JNJ-27291199,-0.091347532,0.311444446,4.90E-06,-5.30980392,-0.092505463
10484,[3],NCIH1930,JNJ-27291199,-186.3848925,0.038643643,1.02E-05,-4.869666232,-191.2513733
10485,[4],NCIH196,JNJ-27291199,-13.45139119,0.163939519,7.23E-06,-5.116906641,-13.62338804
10486,[3],NCIH1963,JNJ-27291199,-0.455355705,0.324379393,4.76E-06,-5.321481621,-0.426886875
10487,[1],NCIH2029,JNJ-27291199,-1.564868544,0.212845882,6.18E-06,-5.207608311,-1.585114693
10488,[4],NCIH2066,JNJ-27291199,-8.426245076,0.140475241,7.36E-06,-5.124360063,-7.954115584
10489,[3],NCIH2081,JNJ-27291199,-3.919618592,0.221647951,6.10E-06,-5.209714836,-3.768287974
10490,[3],NCIH209,JNJ-27291199,-10.53522401,0.160565138,7.08E-06,-5.137272472,-10.58162854
10491,[4],NCIH211,JNJ-27291199,-41.2248098,0.264510253,5.96E-06,-5.13076828,-40.89870802
10492,,NCIH2141,JNJ-27291199,-5.988548736,0.240275812,5.89E-06,-5.220403509,-5.85389981
10493,[2],NCIH2171,JNJ-27291199,1.320499221,0.3939588,4.01E-06,-5.399027104,1.280784576
10494,[2],NCIH446,JNJ-27291199,0.207840113,0.324199464,4.75E-06,-5.324221658,0.228965337
10495,[1],NCIH510,JNJ-27291199,-1.10024412,0.339291848,4.62E-06,-5.333482019,-1.093106361
10496,[2],NCIH524,JNJ-27291199,-0.057363009,0.221171712,6.01E-06,-5.221125528,-0.063959274
10497,[2],NCIH526,JNJ-27291199,-17.65293441,0.285356044,5.51E-06,-5.218963061,-17.61945968
10498,[3],NCIH69,JNJ-27291199,-0.734596527,0.270300573,5.40E-06,-5.266802735,-0.776087757
10499,,NCIH69/CPR,JNJ-27291199,0.033124543,0.271274994,5.37E-06,-5.270025714,0.034609544
10500,,NCIH69/LX10,JNJ-27291199,-138.8794221,0.793954551,2.52E-06,-4.723538196,-143.0894491
10501,,NCIH69VCR/R,JNJ-27291199,-135.3322187,0.563075122,3.76E-06,-4.812479279,-130.1052271
10502,[2],NCIH82,JNJ-27291199,-6.216848352,0.141993735,7.31E-06,-5.130181792,-6.081260482
10503,[4],NCIH841,JNJ-27291199,-39.57170515,0.248317531,6.14E-06,-5.127843727,-38.57858382
10504,[3],NCIH889,JNJ-27291199,-5.989679327,0.11582226,7.74E-06,-5.106793247,-5.886771592
10505,[1],SHP77,JNJ-27291199,-0.356463517,0.246486844,5.69E-06,-5.244125144,-0.357904823
10506,[4],SW1271,JNJ-27291199,-0.449032855,0.31109813,4.90E-06,-5.308918508,-0.4125159
10507,[1],COLO668,JNJ-28312141,46.09803622,0.193677258,4.78E-05,-5.2069084,51.25941082
10508,[1],CORL88,JNJ-28312141,68.38637156,0.044194032,,-5.040958608,71.78324211
10509,[3],CORL47,JNJ-28312141,93.21366222,0.093264994,,-6.374687549,104.0696195
10510,[4],DMS114,JNJ-28312141,-272.6998869,0.0093216,1.19E-05,-4.812479279,-254.7901613
10511,[2],DMS273,JNJ-28312141,96.73547012,0.071897137,,-6.73754891,94.36682562
10512,[1],DMS53,JNJ-28312141,-149.0408924,0.018321494,1.15E-05,-4.838631998,-148.9770898
10513,[3],DMS79,JNJ-28312141,-127.2286753,0.015059237,1.14E-05,-4.863279433,-122.6688719
10514,[4],NCIH1048,JNJ-28312141,65.20019942,0.08700164,,-5.210419288,74.89545975
10515,[3],NCIH1092,JNJ-28312141,93.41123169,0.207269175,,-8.863279433,97.9436191
10516,[3],NCIH1105,JNJ-28312141,64.32078936,0.099317415,,-5.266000713,66.28360649
10517,[4],NCIH1341,JNJ-28312141,61.58833297,1.182341835,,-6.381951903,75.81618049
10518,[3],NCIH1436,JNJ-28312141,92.02443669,0.077396911,,-5.958607315,86.35644945
10519,[3],NCIH146,JNJ-28312141,49.41620976,0.018436929,2.95E-05,-4.935542011,49.72430752
10520,[3],NCIH1618,JNJ-28312141,51.77800489,0.234281505,,-5.372634143,56.87766346
10521,[2],NCIH1694,JNJ-28312141,94.06737523,0.33915472,,-6.283162277,104.3126536
10522,[3],NCIH1836,JNJ-28312141,24.23003234,0.17679606,1.05E-05,-5.130181792,24.66242895
10523,[3],NCIH1876,JNJ-28312141,-174.2535423,0.108266108,9.61E-06,-4.747146969,-176.6270852
10524,[3],NCIH1930,JNJ-28312141,41.55530782,0.048374563,2.74E-05,-4.89279003,40.98753708
10525,[4],NCIH196,JNJ-28312141,71.58088716,0.191323776,,-5.600326279,76.93833447
10526,[3],NCIH1963,JNJ-28312141,354.4133303,0,,-5.110138279,175.2225918
10527,[1],NCIH2029,JNJ-28312141,22.91943067,0.032483912,1.66E-05,-4.863279433,24.24940597
10528,[4],NCIH2066,JNJ-28312141,74.33128394,0.065533798,,-5.232844134,79.59606643
10529,[3],NCIH2081,JNJ-28312141,22.0346569,0.267547758,4.95E-06,-5.342944147,22.470329
10530,[3],NCIH209,JNJ-28312141,-95.70106952,0.02460074,1.03E-05,-4.928117993,-90.70417268
10531,[4],NCIH211,JNJ-28312141,-40.50712791,0.378080003,7.99E-06,-4.785156152,-40.66307391
10532,,NCIH2141,JNJ-28312141,37.67716583,0.108010138,0.000198081,-4.465973894,37.00375507
10533,[2],NCIH2171,JNJ-28312141,-825.0320657,0.013493656,1.42E-05,-4.540607512,-814.3457215
10534,[2],NCIH446,JNJ-28312141,93.11700512,0.055483705,,-5.785156152,97.39894656
10535,[1],NCIH510,JNJ-28312141,-87.81254878,0.023101022,1.11E-05,-4.882728704,-98.09900514
10536,[2],NCIH524,JNJ-28312141,-501.1824002,0.017805229,1.07E-05,-4.832682665,-494.2309767
10537,[2],NCIH526,JNJ-28312141,57.5206696,0.204000079,,-5.480172006,62.81521134
10538,[3],NCIH69,JNJ-28312141,-118.215464,0.049004232,9.95E-06,-4.899629455,-122.3281724
10539,,NCIH69/CPR,JNJ-28312141,14.34948618,0.165815087,7.65E-06,-5.160521953,14.56865785
10540,,NCIH69/LX10,JNJ-28312141,84.50222917,0.04427053,,-5.199282922,84.75855206
10541,,NCIH69VCR/R,JNJ-28312141,72.106444,0.04986302,,-5.109020403,71.20697481
10542,[2],NCIH82,JNJ-28312141,6.981846862,0.168518585,7.34E-06,-5.151810883,7.707893446
10543,[4],NCIH841,JNJ-28312141,40.59288192,0.014511237,2.51E-05,-4.809668302,41.63277214
10544,[3],NCIH889,JNJ-28312141,96.80434576,0.094597344,,-7.958607315,101.9460353
10545,[1],SHP77,JNJ-28312141,96.37370875,0.011005878,,-5.302770657,94.73360209
10546,[4],SW1271,JNJ-28312141,-225.9404276,0.024686379,1.10E-05,-4.826813732,-241.4261967
10547,[1],COLO668,JNJ-38877605,54.30148097,1.435934348,,-6.790484985,72.6158619
10548,[1],CORL88,JNJ-38877605,97.47921857,0.030292488,,-6.202040356,103.2215814
10549,[3],CORL47,JNJ-38877605,99.31981836,0.03211775,,-6.732828272,108.1344578
10550,[4],DMS114,JNJ-38877605,87.9688574,0.154502141,,-5.966576245,89.32173908
10551,[2],DMS273,JNJ-38877605,59.51062611,0.843172472,,-7.081969663,58.94351307
10552,[1],DMS53,JNJ-38877605,98.00643153,0.039274625,,-6.970616222,96.66329821
10553,[3],DMS79,JNJ-38877605,99.29897369,0.018824647,,-6.829738285,99.30280315
10554,[4],NCIH1048,JNJ-38877605,90.0058581,0.322463893,,-6.749579998,93.9963716
10555,[3],NCIH1092,JNJ-38877605,97.45252611,0.149882496,,-6.109578981,99.93548238
10556,[3],NCIH1105,JNJ-38877605,77.48409543,0.836719624,,-8.236572006,84.02235419
10557,[4],NCIH1341,JNJ-38877605,97.38426207,0.048865291,,-6.869666232,95.2211812
10558,[3],NCIH1436,JNJ-38877605,28.59021104,2.905531126,7.12E-31,5.159197097,38.86863396
10559,[3],NCIH146,JNJ-38877605,25.06272492,0.038226994,0.000782512,-3.527723441,25.24016245
10560,[3],NCIH1618,JNJ-38877605,64.83015107,2.280437714,,-5.515700161,58.04941181
10561,[2],NCIH1694,JNJ-38877605,98.00565992,0.063983818,,-9.228412519,101.7984473
10562,[3],NCIH1836,JNJ-38877605,63.48579633,1.130264842,,-6.110138279,77.02477821
10563,[3],NCIH1876,JNJ-38877605,88.14031226,0.306953212,,-5.863279433,95.26299621
10564,[3],NCIH1930,JNJ-38877605,89.90421733,0.678148134,,-5.273272791,100.4432678
10565,[4],NCIH196,JNJ-38877605,94.81289982,0.085844919,,-6.655607726,96.84905046
10566,[3],NCIH1963,JNJ-38877605,45.90144301,1.837453653,8.78E+12,-7.995678626,68.08541245
10567,[1],NCIH2029,JNJ-38877605,94.50759471,0.183654728,,-8.343901798,103.7186918
10568,[4],NCIH2066,JNJ-38877605,89.03534408,0.06204059,,-5.204119983,89.52802498
10569,[3],NCIH2081,JNJ-38877605,92.18328142,0.351442604,,-6.389339837,97.07967016
10570,[3],NCIH209,JNJ-38877605,95.09127251,0.127614321,,-7.600326279,95.03910232
10571,[4],NCIH211,JNJ-38877605,34.77062229,2.071201433,51537.43667,-6.694648631,49.41339806
10572,,NCIH2141,JNJ-38877605,82.60146554,0.686363601,,-6.427128398,92.63050777
10573,[2],NCIH2171,JNJ-38877605,100.0713347,0,,-5.3400838,103.737964
10574,[2],NCIH446,JNJ-38877605,93.02489781,0.224296923,,-8.785156152,94.76458145
10575,[1],NCIH510,JNJ-38877605,95.5466727,0.115644608,,-7.596879479,95.22483778
10576,[2],NCIH524,JNJ-38877605,95.30979239,0.298532896,,-5.598599459,98.64669478
10577,,NCIH69/CPR,JNJ-38877605,97.90568091,0.032891727,,-6.57024772,101.2966708
10578,,NCIH69/LX10,JNJ-38877605,46.96317891,0.2911589,2.38E-05,-5.490797478,49.97917272
10579,,NCIH69VCR/R,JNJ-38877605,57.98288035,0.449254095,,-6.056505484,56.31472303
10580,[2],NCIH82,JNJ-38877605,87.81393287,0.107997594,,-5.886056648,88.13553621
10581,[4],NCIH841,JNJ-38877605,79.25032974,0.595019696,,-7.863279433,87.31128408
10582,[3],NCIH889,JNJ-38877605,11.7195256,2.744004232,7.77E-05,-6.480172006,19.92451485
10583,[1],SHP77,JNJ-38877605,90.75953394,0.160524833,,-6.287350298,95.5723846
10584,[4],SW1271,JNJ-38877605,84.33843303,0.584580341,,-7.484126156,93.55485172
10585,[1],COLO668,JZL-184,97.09586326,0.022123193,,-5.761953897,97.80541031
10586,[1],CORL88,JZL-184,78.40798001,0.789744622,,-7.060480747,80.06198263
10587,[3],CORL47,JZL-184,93.1945344,0.311258751,,-6.256490235,97.39695125
10588,[4],DMS114,JZL-184,95.5553054,0.230582245,,-6.812479279,91.31460871
10589,[2],DMS273,JZL-184,87.71168536,0.477315708,,-8.886056648,92.63944441
10590,[1],DMS53,JZL-184,94.67620834,0.030344287,,-5.560667306,92.76331123
10591,[3],DMS79,JZL-184,94.60780328,0.339539048,,-5.59345982,90.358158
10592,[4],NCIH1048,JZL-184,76.59101821,0.083353664,,-5.355561411,74.54121843
10593,[3],NCIH1092,JZL-184,86.19452055,0.495212449,,-7.943095149,92.60606419
10594,[3],NCIH1105,JZL-184,83.57655503,0.014557758,,-5.062983893,87.19127714
10595,[4],NCIH1341,JZL-184,48.10158409,0.071433739,0.000168142,-4.809668302,47.12310386
10596,[3],NCIH1436,JZL-184,75.02943766,0.013087196,,-4.954677021,76.79030481
10597,[3],NCIH146,JZL-184,91.32768754,0.275558185,,-6.835647144,87.06838483
10598,[3],NCIH1618,JZL-184,77.78538991,0.814742917,,-5.076755981,86.8010566
10599,[2],NCIH1694,JZL-184,129.8069987,0,,-3.016637617,110.97633
10600,[3],NCIH1836,JZL-184,90.68403404,0.190857264,,-7.048176965,91.82910805
10601,[3],NCIH1876,JZL-184,92.9590061,0.042653241,,-5.576754126,92.73424074
10602,[3],NCIH1930,JZL-184,97.18202013,0.108070722,,-8.164943898,102.747042
10603,[4],NCIH196,JZL-184,91.83427781,0.026426419,,-5.316952962,91.76722906
10604,[3],NCIH1963,JZL-184,62.04489752,1.078249688,,-9.159266765,61.84673261
10605,[1],NCIH2029,JZL-184,86.09095238,0.559308694,,-7.978810701,91.02830113
10606,[4],NCIH2066,JZL-184,13.98347854,2.903005544,0.451344695,-7.038104526,22.15576262
10607,[3],NCIH2081,JZL-184,98.54821646,0.069828479,,-7.190440285,96.58151418
10608,[3],NCIH209,JZL-184,85.69612023,0.422355744,,-7.954677021,81.66532759
10609,[4],NCIH211,JZL-184,90.56494191,0.383997974,,-7.931814138,82.7654264
10610,,NCIH2141,JZL-184,94.58485718,0.017214355,,-5.314258261,93.43291118
10611,[2],NCIH2171,JZL-184,95.25227036,0.208855863,,-7.600326279,95.5828526
10612,[2],NCIH446,JZL-184,74.37648,0.045281212,,-5.047207557,74.58172956
10613,[1],NCIH510,JZL-184,90.68403404,0.190857264,,-7.048176965,91.82910805
10614,[2],NCIH524,JZL-184,86.52642701,0.137484888,,-5.812479279,89.42998731
10615,[2],NCIH526,JZL-184,70.61820798,0.925069524,,-7.211124884,86.35108572
10616,[3],NCIH69,JZL-184,70.38153283,0.154758013,,-4.943095149,67.59241714
10617,,NCIH69/CPR,JZL-184,80.90958118,0.096173326,,-5.48148606,80.77987509
10618,,NCIH69/LX10,JZL-184,56.16219308,0.291812852,,-5.640164518,51.9674764
10619,,NCIH69VCR/R,JZL-184,65.60887916,0.19312003,,-5.514278574,61.30642516
10620,[2],NCIH82,JZL-184,96.12556082,0.128705076,,-7.11463878,97.73090306
10621,[4],NCIH841,JZL-184,93.48818592,0.026677921,,-5.404503778,89.35904233
10622,[3],NCIH889,JZL-184,97.70144353,0.05439507,,-7.366531544,96.8077971
10623,[1],SHP77,JZL-184,95.7702719,0.165338026,,-8.090979146,94.23726948
10624,[4],SW1271,JZL-184,98.63046655,0.072254185,,-6.723538196,97.34431472
10625,[1],COLO668,JZL-195,83.33591963,0.635592788,,-6.790484985,90.35663101
10626,[1],CORL88,JZL-195,16.95726179,2.125137838,2.97E-10,-9.441291429,16.68420143
10627,[4],DMS114,JZL-195,50.29217847,0.030703719,,-4.632644079,51.25468225
10628,[2],DMS273,JZL-195,90.50470086,0.428647742,,-7.477555766,94.04971288
10629,[1],DMS53,JZL-195,89.91413548,0.01633891,,-5.079876674,90.1742283
10630,[4],NCIH1048,JZL-195,93.04982502,0.009566023,,-5.11407366,95.62000634
10631,[3],NCIH1092,JZL-195,79.70990492,0.489621253,,-9.605548319,83.93647313
10632,[3],NCIH1105,JZL-195,61.76049326,0.018941329,,-4.853871964,62.89185755
10633,[4],NCIH1341,JZL-195,96.10484162,0.043511009,,-6.116338565,99.27139092
10634,[3],NCIH1436,JZL-195,90.84277777,0.309801335,,-8.616184634,93.11992896
10635,[3],NCIH146,JZL-195,47.79591744,1.908436957,1.46E-83,-6.313363731,64.91682864
10636,[3],NCIH1618,JZL-195,-230.8768951,0.010895944,1.22E-05,-4.793174124,-231.4991751
10637,[2],NCIH1694,JZL-195,97.95807699,0.046486736,,-5.578396073,99.99882869
10638,[3],NCIH1836,JZL-195,129.3567659,0,,-3.786524745,111.1818128
10639,[4],NCIH196,JZL-195,86.79596298,0.622133983,,-9.721246399,100.6583883
10640,[3],NCIH1963,JZL-195,133.4234326,0,,-9.510041521,120.819634
10641,[1],NCIH2029,JZL-195,96.63648855,0.133286791,,-8.037157319,101.1829691
10642,[4],NCIH2066,JZL-195,51.03038767,1.825433357,,-4.698970004,68.1672761
10643,[3],NCIH2081,JZL-195,92.28404648,0.0300902,,-5.377785977,95.41070122
10644,[3],NCIH209,JZL-195,97.23672145,0.12618308,,-6.913640169,99.70694986
10645,[4],NCIH211,JZL-195,97.92587743,0.015281839,,-5.721246399,101.60419
10646,,NCIH2141,JZL-195,99.80292174,0.010616852,,-6.01188716,100.9046952
10647,[2],NCIH2171,JZL-195,98.8909592,0.056263199,,-5.8569852,103.4739542
10648,[2],NCIH446,JZL-195,92.064763,0.009888993,,-5.106238238,92.81145813
10649,[1],NCIH510,JZL-195,41.20855371,2.06726498,2.57E+42,-8.774690718,55.0188678
10650,[2],NCIH524,JZL-195,88.52086681,0.507951958,,-7.554395797,93.64433888
10651,[2],NCIH526,JZL-195,80.309988,0.557372177,,-9.169411331,81.64001994
10652,[3],NCIH69,JZL-195,76.56504055,0.946493193,,-5.798602876,90.38563225
10653,,NCIH69/CPR,JZL-195,91.58458659,0.066326141,,-5.779891912,92.93177772
10654,,NCIH69/LX10,JZL-195,-551.0058039,0.018752297,2.01E-05,-4.243363892,-547.1272911
10655,,NCIH69VCR/R,JZL-195,94.82542783,0.204896658,,-8.040481623,99.9310079
10656,[2],NCIH82,JZL-195,91.95313516,0.365664947,,-7.455931956,98.91018643
10657,[4],NCIH841,JZL-195,83.79252009,0.045108741,,-5.241088108,87.67299301
10658,[3],NCIH889,JZL-195,87.66847208,0.379969303,,-8.928117993,91.29132558
10659,[1],SHP77,JZL-195,124.7304668,0,,-5.098541679,111.9009268
10660,[4],SW1271,JZL-195,96.98917815,0.008890857,,-5.229884705,98.80406235
10661,[1],COLO668,KD-032,92.46414134,0.037296367,,-5.494850022,90.88468756
10662,[1],CORL88,KD-032,87.14762087,0.379867568,,-9.073143291,88.30367424
10663,[3],CORL47,KD-032,85.25939599,0.672321511,,-6.728158393,94.72153577
10664,[4],DMS114,KD-032,86.9747423,0.026998494,,-5.092588639,84.97182161
10665,[2],DMS273,KD-032,97.25643591,0.096405979,,-8.48148606,97.67099361
10666,[1],DMS53,KD-032,93.16550546,0.269191023,,-8.061480275,92.22720471
10667,[4],NCIH1048,KD-032,94.27603314,0.025309708,,-5.441291429,94.24130225
10668,[3],NCIH1092,KD-032,80.63949504,0.646427303,,-7.102922997,87.51922074
