Feature Name,1,2,3,4,5
HSPA9,1.0,,,,
HSPB1,1.0,,,,
HSPB11,,,,1.0,
HSPB8,,,1.0,,
HSPD1,,,1.0,,
HSPE1,,1.0,,,
HSPG2,1.0,,,,
HTATIP2,,,,1.0,
HTATSF1,,,,,1.0
HTR1E,,,1.0,,
HTR1F,,1.0,,,
HTR3E,,1.0,,,
HTR6,,,1.0,,
HTT,1.0,,,,
HUNK,,,,,1.0
HUWE1,,,1.0,,
HYAL2,1.0,,,,
HYAL3,1.0,,,,
HYI,,,,1.0,
HYLS1,,,,1.0,
HYPK,,,1.0,,
IARS,1.0,,,,
IARS2,1.0,1.0,,,
IBA57,,1.0,,,
IBSP,,,,1.0,
IBTK,1.0,1.0,,,
ICA1,,,,1.0,
ICA1L,,,,,1.0
ICAM1,1.0,,,1.0,
ICAM3,1.0,1.0,,,
ICAM5,1.0,,1.0,,
ICK,,1.0,,,
ID2,,,,1.0,
ID3,1.0,,,,
IDE,1.0,1.0,,,
IDH1,,1.0,,,
IDH3G,,,1.0,,
IDUA,1.0,,,,
IER3,1.0,1.0,,,
IER5L,1.0,,,,
IFFO1,1.0,,,1.0,
IFI16,,,,1.0,
IFI27L2,1.0,,,,
IFI30,,,,1.0,
IFI35,1.0,,,,
IFI44,1.0,,,,
IFI44L,1.0,,,,
IFI6,1.0,,,,
IFIH1,,,,1.0,
IFIT1,1.0,,,,
IFIT2,,,,1.0,
IFIT3,1.0,,,1.0,
IFITM1,,1.0,,,
IFITM2,1.0,1.0,,,
IFITM3,1.0,,,,
IFNAR1,,,,1.0,
IFNE,1.0,,,,
IFNGR2,,,,1.0,
IFNLR1,,,,,1.0
IFRD2,1.0,,,,
IFT172,,1.0,,,
IFT27,,,,,1.0
IFT43,,,1.0,,
IFT46,,,,,1.0
IFT52,,,,,1.0
IFT81,,,,,1.0
IFT88,1.0,,,,
IGDCC3,,,1.0,,
IGDCC4,1.0,1.0,1.0,,
IGF1,,,1.0,,
IGF1R,1.0,,,,
IGF2BP1,1.0,1.0,,,
IGF2BP2,1.0,1.0,,,
IGF2BP3,1.0,,,,
IGF2R,,,,1.0,
IGFALS,,,,1.0,
IGFBP3,1.0,,,,
IGFBP4,1.0,,,,
IGFBP5,,,,1.0,
IGFBP7,1.0,,,,
IGFBPL1,,,1.0,,
IGFL1,,,,1.0,
IGFL2,,,,1.0,
IGFL4,,,,1.0,
IGLL5,,1.0,,,
IGSF11,,,1.0,,
IGSF21,,,1.0,,
IGSF22,,,,1.0,
IGSF23,1.0,1.0,,,
IGSF3,,,,1.0,
IGSF5,,,,1.0,
IK,1.0,,,,
IKBIP,1.0,,1.0,,
IKBKB,1.0,,,,
IKBKE,1.0,,,1.0,
IKZF2,,,,1.0,
IKZF3,,,,1.0,
IKZF4,,,,,1.0
IKZF5,,1.0,,,
IL10RB,1.0,,,1.0,
IL11,1.0,,,,
IL11RA,1.0,,,,
IL12A,,1.0,1.0,,
IL12RB1,,,1.0,,
IL13RA1,1.0,1.0,,,
IL13RA2,1.0,,,,
IL15,1.0,,,1.0,
IL15RA,1.0,,,,
IL16,,,,1.0,
IL17RB,,1.0,,1.0,
IL17RC,1.0,,,,
IL17RE,,,,1.0,
IL17REL,,,,1.0,
IL18,1.0,1.0,,,
IL1R1,1.0,,,,
IL1R2,,1.0,,,
IL1RAP,1.0,1.0,,,
IL1RAPL2,,1.0,,,
IL1RN,1.0,,,,
IL20RA,,,,1.0,
IL20RB,1.0,,,,
IL23A,,,,1.0,1.0
IL23R,,1.0,,,
IL24,,,,1.0,
IL27RA,1.0,,,,
IL31RA,1.0,,,,
IL32,1.0,,,,
IL36G,,,,1.0,
IL36RN,,1.0,,,
IL4R,1.0,1.0,,,
IL6,1.0,,,,
IL6R,1.0,1.0,,,
IL6ST,1.0,,,,
IL7,1.0,,,,
IL7R,1.0,,,,
ILDR1,,,,1.0,
ILDR2,,,,,1.0
ILF2,,1.0,,,
ILF3,,,1.0,,1.0
ILK,1.0,,,,
ILKAP,,,,,1.0
ILVBL,,,1.0,,
IMP3,,,1.0,,
IMP4,,1.0,1.0,,
IMPA1,,,,1.0,
IMPDH1,1.0,,1.0,,
IMPDH2,1.0,1.0,1.0,,
IMPG1,,1.0,,,
INF2,,,1.0,,
ING1,,,,1.0,
ING2,1.0,,,,
ING3,,,,,1.0
INHBB,,,,1.0,
INIP,,,,1.0,
INMT,,1.0,,1.0,
INO80,1.0,1.0,1.0,,
INO80B,1.0,,,,
INO80C,,,,,1.0
INO80D,,,,,1.0
INPP1,,,,1.0,
INPP4B,1.0,,,1.0,
INPP5A,1.0,,,,
INPP5B,,1.0,,1.0,
INPP5D,,,,1.0,
INPP5J,,,,1.0,
INSIG1,,,,1.0,
INSL3,1.0,,,,
INSM1,,,,,1.0
INSR,,,,1.0,
INTS3,1.0,1.0,,,
INTS4,,1.0,,,
INTS6,,,1.0,,
INTS7,,,,,1.0
INTU,1.0,,,,
INVS,,,1.0,,
IPCEF1,,1.0,,1.0,
IPMK,,1.0,,,
IPO11,1.0,,,,
IPO4,1.0,,1.0,,
IPO5,,,1.0,,
IPO7,,1.0,,,
IPO9,,,,,1.0
IPP,,,,1.0,1.0
IQCC,,,,,1.0
IQCD,,,,1.0,
IQCE,,,,1.0,
IQGAP1,1.0,,,,
IQGAP2,1.0,1.0,,,
IQSEC1,,,,1.0,
IQSEC2,1.0,,,,
IRAK2,1.0,,,,
IRAK3,,,,1.0,
IRAK4,,,,1.0,
IREB2,,,1.0,,
IRF1,1.0,,,,
IRF2,,,,1.0,
IRF3,,,,1.0,
IRF8,,,1.0,,
IRF9,1.0,,,1.0,
IRS1,1.0,,1.0,,
IRS2,,,,1.0,
IRS4,,1.0,,,
IRX3,,,,1.0,
IRX5,,,,,1.0
ISCA2,,,1.0,,
ISCU,1.0,,,1.0,
ISG15,1.0,,,,
ISL1,,,,,1.0
ISL2,,1.0,,,
ISM1,,,,,1.0
ISOC1,,1.0,,,
ISYNA1,1.0,1.0,,,
ITCH,1.0,1.0,,,
ITGA2,1.0,,,,
ITGA3,1.0,,,1.0,
ITGA4,,,1.0,,
ITGA5,1.0,,,,
ITGA7,,,1.0,,
ITGA8,,1.0,,,
ITGA9,,,,1.0,
ITGAV,1.0,1.0,,,
ITGB1,1.0,,,,
ITGB1BP1,1.0,,,,
ITGB2,1.0,,,,
ITGB3,1.0,,,,
ITGB3BP,,,,1.0,
ITGB4,1.0,1.0,,,
ITGB5,1.0,1.0,,,
ITGB6,,,,1.0,
ITGB7,,1.0,,1.0,
ITIH4,,,,1.0,
ITIH5,,1.0,,,
ITLN1,,,,1.0,
ITLN2,,,,1.0,
ITPKA,1.0,,,,
ITPR1,1.0,,,,
ITPR2,,1.0,,,
ITPR3,,,,1.0,
ITPRIP,1.0,,,,
ITPRIPL1,,,1.0,,
ITPRIPL2,1.0,,,,
ITSN1,1.0,,1.0,,
ITSN2,1.0,,,,
IVD,1.0,,,,
IWS1,1.0,1.0,,,
IZUMO1,,,1.0,,
JAG1,1.0,,,1.0,
JAK1,1.0,1.0,,,
JAK2,1.0,,,,
JAK3,1.0,,,,
JAKMIP2,,,,,1.0
JAM3,,,,,1.0
JDP2,1.0,,,,
JOSD1,1.0,,,,
JOSD2,1.0,,,,
JPH2,1.0,,,,
JPH4,,,1.0,,
JRKL,,1.0,,,
JSRP1,,,,1.0,
JUN,,,1.0,1.0,
JUNB,1.0,,,,
JUND,,,1.0,,
JUP,,1.0,,,
KALRN,,,1.0,,1.0
KANK2,1.0,,,,
KANK3,1.0,,,,
KANK4,,,1.0,,
KANSL1L,,,,,1.0
KANSL2,,,,,1.0
KANSL3,,,,,1.0
KARS,,,1.0,,
KAT2A,,1.0,,,
KAT2B,,1.0,,,
KAT6B,,,,1.0,
KATNB1,,,1.0,,
KATNBL1,,,,,1.0
KAZALD1,1.0,,,1.0,
KAZN,,1.0,1.0,,
KBTBD11,,,,,1.0
KBTBD2,,,,1.0,
KBTBD4,,,,,1.0
KBTBD6,,1.0,1.0,,
KBTBD7,,1.0,,,
KCMF1,1.0,,,,
KCNA2,,,1.0,,
KCNA3,,,1.0,,
KCNA5,,,,,1.0
KCNA7,1.0,,,,
KCNAB1,,,,,1.0
KCNB1,,,1.0,,
KCNB2,,,,1.0,
KCNC1,,,1.0,,
KCNC4,,,,1.0,
KCND3,,,,1.0,
KCNG1,1.0,,1.0,,
KCNG3,,,,1.0,
KCNG4,,,1.0,,
KCNH6,,,,1.0,
KCNH7,,,,1.0,
KCNH8,,,,1.0,
KCNJ12,,,1.0,,
KCNJ3,,,1.0,,
KCNJ4,,,1.0,,
KCNJ6,,,1.0,1.0,
KCNJ9,,,1.0,,
KCNK1,,,,1.0,
KCNK12,,,1.0,,
KCNK13,,,,1.0,
KCNK3,,,,1.0,
KCNK6,,,1.0,,
KCNN1,,,1.0,,1.0
KCNN4,,,,,1.0
KCNQ1,,1.0,,1.0,
KCNQ2,,,1.0,,
KCNQ3,,,,1.0,
KCNQ4,,1.0,1.0,,
KCNRG,,,,,1.0
KCNS1,,1.0,,,
KCNS2,,,1.0,,
KCNS3,,,,1.0,
KCNT2,,,,,1.0
KCTD1,,1.0,,,
KCTD11,1.0,,,,
KCTD12,,,,1.0,
KCTD15,1.0,,,,
KCTD18,1.0,,,,
KCTD21,1.0,,,,
KCTD4,1.0,,,,
KCTD7,1.0,,,,
KCTD8,,,1.0,,
KCTD9,1.0,,,,
KDELC1,,,1.0,,
KDELC2,1.0,,,,
KDELR1,,,1.0,,
KDELR3,1.0,1.0,,,
KDM1A,,,1.0,,
KDM2B,,,,,1.0
KDM3B,1.0,1.0,,,
KDM4A,,1.0,,,
KDR,,,,1.0,
KEAP1,,,,1.0,
KHNYN,,,,1.0,
KHSRP,,,1.0,,
KIAA0100,,1.0,,,
KIAA0391,,,,1.0,
KIAA0408,,,,,1.0
KIAA0513,,,1.0,,
KIAA0556,,,,1.0,
KIAA1191,1.0,,,,
KIAA1210,,1.0,,,
KIAA1211,,,,,1.0
KIAA1211L,,,,1.0,1.0
KIAA1217,,1.0,,,
KIAA1257,,,,1.0,
KIAA1522,,1.0,,,
KIAA1549,,,,,1.0
KIAA1549L,,,1.0,,
KIAA1614,,,1.0,,
KIAA1671,1.0,,,1.0,
KIAA1841,,,,,1.0
KIAA2013,,,,1.0,
KIDINS220,,,,,1.0
KIF12,,1.0,1.0,,
KIF13A,1.0,1.0,,,
KIF14,,,,,1.0
KIF15,1.0,,,,
KIF18B,,,1.0,,
KIF1B,,,1.0,,
KIF1C,1.0,1.0,,,
KIF20A,1.0,,,,
KIF20B,1.0,,,,
KIF23,1.0,,,,
KIF26A,,,1.0,,
KIF26B,,,,1.0,
KIF3A,,,,,1.0
KIF3B,,,,1.0,
KIF5A,,,,,1.0
KIF5B,1.0,,,,
KIF6,,,1.0,,
KIF7,1.0,,,,
KIFAP3,,,,,1.0
KIN,1.0,,,,
KIRREL2,,,1.0,,
KIRREL3,,,,,1.0
KIT,,1.0,,,
KLC1,,,1.0,,
KLC2,,,,,1.0
KLF1,,,1.0,,
KLF11,,,,1.0,
KLF13,,,,,1.0
KLF15,,1.0,,,
KLF16,,,1.0,,
KLF2,1.0,,,,
KLF3,,,,1.0,
KLF4,,1.0,,1.0,
KLF6,1.0,,,,
KLF7,,,,,1.0
KLF9,,,1.0,,
KLHDC7A,,1.0,,1.0,
KLHDC8B,1.0,,,,
KLHL15,,,1.0,,
KLHL17,1.0,1.0,,,
KLHL20,1.0,,,,
KLHL21,,1.0,,,
KLHL23,,,,,1.0
KLHL25,,,1.0,,1.0
KLHL26,,,1.0,,
KLHL29,,,1.0,,
KLHL30,,1.0,,,
KLHL31,,1.0,,,
KLHL34,,,,,1.0
KLHL5,1.0,,,,
KLHL7,,,,,1.0
KLK1,,,,1.0,
KLK10,,,,1.0,
KLK11,,,,1.0,
KLK12,,,,1.0,
KLK14,,,,1.0,
KLK15,,,,1.0,
KLK5,1.0,,,,
KLK7,1.0,,,,
KLK8,1.0,,,,
KLKB1,,,,1.0,
KLRC3,,,,1.0,
KLRC4,,,,1.0,
KLRK1,1.0,,,1.0,
KMT2D,,1.0,,,
KNSTRN,,,1.0,,
KNTC1,,,,1.0,
KPNA5,,1.0,,,
KPNB1,,,1.0,,
KPTN,,,1.0,,
KRBA1,,1.0,,,
KREMEN1,,,1.0,,
KRT10,,1.0,,,
KRT14,1.0,,,,
KRT16,,1.0,,,
KRT17,,1.0,,,
KRT18,,1.0,,1.0,
KRT2,,1.0,1.0,,
KRT20,,,,1.0,
KRT23,1.0,,,,
KRT33B,,,1.0,,
KRT34,,1.0,,,
KRT4,1.0,,,,
KRT5,,,1.0,,
KRT7,,,,1.0,
KRT72,,,1.0,,
KRT8,,,,1.0,
KRTAP2-3,1.0,,,,
KRTAP5-3,,,,1.0,
KRTAP5-4,,,,1.0,
KRTAP5-5,,,,1.0,
KSR1,,,1.0,,
KSR2,,,,,1.0
KTN1,1.0,1.0,,,
KYNU,1.0,,,,
L1CAM,,,1.0,,
L2HGDH,,,1.0,,
L3HYPDH,1.0,,,,
LACTB,1.0,,1.0,,
LACTB2,1.0,,,1.0,
LACTBL1,,,1.0,,
LAD1,,1.0,,,
LAMA1,1.0,,,,
LAMA2,,1.0,,,
LAMA5,1.0,1.0,,,
LAMB1,1.0,,1.0,,
LAMB2,1.0,,,,
LAMC1,1.0,1.0,,,
LAMC3,,,1.0,,
LAMP1,,,,1.0,
LAMP2,1.0,,,1.0,
LAMP5,,,1.0,,
LAMTOR3,,,,1.0,
LAMTOR4,,1.0,,,
LAMTOR5,,,,1.0,
LANCL2,,,,,1.0
LANCL3,,1.0,,,
LAP3,1.0,,,,
LAPTM4A,1.0,,,,
LAPTM5,,,1.0,,
LARP1,,1.0,,,
LARP4,,1.0,,,
LARP6,1.0,,,,
LARS,1.0,,1.0,,
LARS2,1.0,,,,
LASP1,1.0,1.0,,,
LAT,,,,,1.0
LATS1,,1.0,,,
LATS2,1.0,,,,
LAYN,,,1.0,,
LBH,,,,,1.0
LBR,,1.0,,,
LBX1,,,1.0,,
LCA5L,,,,1.0,
LCAT,1.0,,,,
LCE5A,,,1.0,,
LCK,,,,1.0,1.0
LCMT2,,,,,1.0
LCN2,1.0,,,,
LCOR,,1.0,,,
LCP1,,,,1.0,
LCP2,,1.0,,,
LDB1,1.0,,1.0,,
LDB2,,1.0,,,
LDB3,,,1.0,,
LDHB,1.0,1.0,1.0,,
LDHD,1.0,,,,
LDLR,,,,1.0,
LDLRAD1,,,,1.0,
LDLRAD2,1.0,,,,
LDLRAD3,,,1.0,,
LDLRAD4,,,,1.0,
LDLRAP1,1.0,,,,
LEFTY1,,,,1.0,
LENG8,1.0,,,,
LENG9,,1.0,,1.0,
LEO1,1.0,1.0,1.0,,
LEPROT,,,,1.0,
LETM1,1.0,,,,
LFNG,,,,1.0,
LGALS1,1.0,,,,
LGALS2,,1.0,,,
LGALS3,1.0,1.0,,,
LGALS7,,,1.0,,
LGALS7B,,,1.0,,
LGALS8,,,,1.0,
LGALS9,,,,1.0,
LGALS9B,,,,1.0,
LGALS9C,,,,1.0,
LGI3,,,1.0,,
LGMN,1.0,,,,
LGSN,,,,1.0,
LHB,1.0,,,,
LHFPL2,1.0,,,,
LHFPL3,,,,,1.0
LHPP,,,,1.0,
LHX2,,,,,1.0
LIF,1.0,,,,
LIG3,,1.0,,,
LILRB1,,1.0,,,
LIMCH1,,,,1.0,
LIMD1,1.0,1.0,,,
LIMD2,,,,,1.0
LIMK1,1.0,,,,
LIMS1,1.0,,,,
LIMS2,1.0,,1.0,,
LIN7B,,,1.0,,
LIN7C,,,,,1.0
LINGO1,,,1.0,,
LINGO4,,,,1.0,
LIPH,,,,1.0,
LIPT1,,1.0,,,
LIPT2,,,,1.0,
LITAF,,,,1.0,
LIX1L,1.0,,,,
LLGL2,,1.0,,,
LLPH,1.0,,,,
LMAN1L,,1.0,,,
LMAN2,1.0,,,,
LMBRD1,,,,1.0,
LMCD1,,1.0,,1.0,
LMNA,1.0,,,,
LMO1,,,1.0,,
LMO7,,,,1.0,
LMX1B,1.0,,,,
LNX1,,,,1.0,
LONP1,,,1.0,,
LONRF3,,1.0,,,
LOXL1,,,1.0,,
LOXL2,1.0,,,,
LPAR3,1.0,1.0,,,
LPAR4,,1.0,,,
LPAR5,,,1.0,,
LPCAT2,1.0,,,,
LPGAT1,,,,1.0,
LPIN1,,,,1.0,
LPIN3,,1.0,,,
LPP,1.0,,,,
LPXN,,,,1.0,
LRAT,,1.0,,,
LRBA,,,,1.0,
LRCH1,,,1.0,,
LRFN1,1.0,,1.0,,
LRFN2,,,,1.0,
LRFN4,1.0,,1.0,,
LRIG1,,,,1.0,
LRIT3,,1.0,,,
LRMP,,1.0,1.0,,
LRP1,1.0,,,,
LRP10,1.0,,,,
LRP11,,,,1.0,
LRP2,,,,1.0,
LRP3,,,,,1.0
LRP4,,,,1.0,
LRP5,,1.0,,1.0,
LRP5L,,,1.0,,
LRP6,,1.0,,,
LRP8,,,1.0,,
LRPAP1,1.0,,,,
LRPPRC,,1.0,1.0,,
LRRC23,1.0,,,,
LRRC28,1.0,,1.0,,
LRRC29,,,1.0,,
LRRC36,,,,,1.0
LRRC37A3,1.0,,,,
LRRC38,,,-1.0,,
LRRC39,1.0,,,,
LRRC4,,,1.0,,
LRRC40,,,1.0,,
LRRC47,,1.0,,,
LRRC4B,,,1.0,,
LRRC52,,,1.0,,
LRRC59,,1.0,,,
LRRC6,1.0,,,,
LRRC63,,,,1.0,
LRRC8B,,1.0,,,
LRRC8E,1.0,1.0,,,
LRRCC1,,,,1.0,
LRRFIP1,,,,1.0,
LRRFIP2,1.0,,,,
LRRIQ3,,,,1.0,
LRRIQ4,,,,1.0,
LRRK1,1.0,1.0,,,
LRRK2,,,1.0,,
LRRN2,,1.0,,,
LRSAM1,1.0,,,,
LRTM2,,,1.0,,
LSAMP,,,1.0,,
LSG1,,,,1.0,
LSM10,1.0,,,,
LSM12,,1.0,,,
LSM3,,1.0,,,
LSM4,,,1.0,,
LSM5,1.0,,,,
LSS,,,1.0,,
LTA4H,1.0,1.0,,,
LTB,1.0,,,,
LTB4R2,1.0,,,,
LTBP1,1.0,,,,
LTBP2,1.0,,,,
LTBP3,1.0,,,,
LTBP4,1.0,,1.0,,
LTBR,,,,1.0,
LTF,,,,1.0,
LTV1,1.0,,,,
LUC7L3,,1.0,,,
LUM,,1.0,,,
LURAP1L,,,1.0,,
LUZP1,1.0,,,,
LY6E,1.0,,1.0,,
LY6G5C,,,,1.0,
LY75,,,,1.0,
LY9,,1.0,,,
LY96,,,,1.0,
LYAR,1.0,1.0,,,
LYG1,,,,1.0,
LYN,,1.0,,,
LYPD1,,,,1.0,
LYPD3,,1.0,,,
LYPD6,,,,1.0,1.0
LYPD6B,,,,1.0,
LYPLA1,,1.0,,,
LYPLA2,1.0,,,,
LYRM1,,,,1.0,
LZTFL1,,,,1.0,
LZTR1,1.0,1.0,,,
LZTS1,,1.0,1.0,,
LZTS2,1.0,1.0,,,
M6PR,1.0,,,,
MAB21L1,,,1.0,,
MAB21L2,,,,1.0,
MAB21L3,,1.0,,,
MACC1,,,,1.0,
MACF1,,,,1.0,
MACROD1,,,1.0,,
MAD1L1,1.0,,,1.0,
MAD2L2,,,,,1.0
MAEA,1.0,1.0,,,
MAEL,,,,,1.0
MAFF,,,,1.0,
MAFK,,,,1.0,
MAGEA4,1.0,,,,
MAGEA9,1.0,,,,
MAGEB17,,,,1.0,
MAGED4,,,,,1.0
MAGEL2,,,,,1.0
MAGI1,,,1.0,,
MAGOHB,,,,,1.0
MAGT1,1.0,,,,
MAK16,,,1.0,,
MALSU1,1.0,,,,
MAML2,1.0,,,,
MAMLD1,1.0,,,,
MAMSTR,,,1.0,,
MAN1A1,,1.0,,1.0,
MAN1B1,1.0,,,,
MAN2A1,1.0,,,,
MAN2A2,1.0,,,,
MAN2B2,1.0,,,,
MAN2C1,1.0,,,,
MANBA,,1.0,,,
MANBAL,,,,,1.0
MANEA,,,,,1.0
MANEAL,,,,1.0,
MANF,1.0,,,,
MAP10,,,,1.0,
MAP1A,,,1.0,,
MAP1B,,,,,1.0
MAP1LC3A,,,,,1.0
MAP2,,,,,1.0
MAP2K2,,,1.0,,
MAP2K3,1.0,,,,
MAP2K5,1.0,1.0,,,
MAP3K11,1.0,,,,1.0
MAP3K12,1.0,,,,
MAP3K15,,,1.0,,
MAP3K4,,1.0,,,
MAP3K5,,,,1.0,
MAP3K6,1.0,,,,
MAP3K8,1.0,,,,
MAP4,1.0,,,,
MAP4K1,,1.0,,,
MAP4K2,1.0,1.0,,,
MAP4K4,,,1.0,,1.0
MAP4K5,,1.0,1.0,,
MAP6,,,,,1.0
MAP6D1,,,1.0,,
MAP7,,1.0,,1.0,
MAP7D1,1.0,,,,
MAP7D3,1.0,,1.0,,
MAPK13,,,,1.0,
MAPK6,1.0,1.0,,,
MAPK8IP2,,,1.0,,
MAPK8IP3,,,1.0,,
MAPK9,1.0,,,,
MAPKAP1,1.0,,,,
MAPKAPK2,,,,,1.0
MAPKAPK3,1.0,,,,
MAPKBP1,1.0,,,,
MARCKS,,,,,1.0
MARCKSL1,,,,,1.0
MARCO,,1.0,,,
MARK2,,1.0,,,
MARK3,,,1.0,,
MARK4,,,1.0,,
MARS2,,1.0,,,
MARVELD1,1.0,,,,
MARVELD2,,,,1.0,1.0
MARVELD3,,1.0,,,
MAS1,,,1.0,,
MASP1,,1.0,,,
MAST1,,,1.0,,
MAST2,,,,1.0,
MAST3,,,1.0,,
MASTL,1.0,,,,
MAT2A,,1.0,,,
MAT2B,1.0,,,,
MATN1,,,1.0,,
MATN2,,,,1.0,
MATN3,1.0,,,,
MAU2,,,,,1.0
MAX,,,1.0,,
MB,,,,1.0,
MBD3,,,,,1.0
MBIP,,,,1.0,
MBNL1,1.0,1.0,,,
MBNL3,,,,,1.0
MBOAT1,,1.0,,1.0,
MBOAT7,1.0,,,,
MBP,,,,,1.0
MBTD1,,1.0,,,
MC1R,1.0,,,,
MC4R,,,1.0,,
MC5R,,,1.0,,
MCC,,,1.0,,
MCCC1,,,,,1.0
MCCC2,1.0,,,,
MCEE,,1.0,,1.0,
MCF2L2,,,,,1.0
MCFD2,1.0,,,,
MCHR1,,,1.0,,
MCIDAS,1.0,,1.0,,
MCM10,1.0,,1.0,,
MCM2,,,,,1.0
MCM3AP,1.0,,,,
MCM5,,,,,1.0
MCM9,,1.0,,,
MCOLN2,,1.0,,,
MCOLN3,,,,1.0,
MCPH1,,,,,1.0
MCTS1,,,1.0,,
MDC1,,1.0,,,
MDGA1,,,1.0,,
MDH1,,1.0,,,
MDH2,,,1.0,,
MDM1,,,,,1.0
MDM2,,,,,1.0
MDN1,,1.0,,,
ME1,,1.0,,,
MEAF6,,,,1.0,
MECOM,,,,,1.0
MECP2,,,,,1.0
MECR,1.0,,,,
MED1,,1.0,,,
MED11,,1.0,,,
MED12,,,1.0,,
MED13L,,,,1.0,
MED15,1.0,,1.0,,
MED16,,,1.0,,
MED17,,,,,1.0
MED18,,,,1.0,
MED24,,1.0,,,
MED27,,,,1.0,
MED28,,1.0,,,
MED6,,,1.0,,
MED7,1.0,,,,
MEF2D,1.0,,,,
MEGF11,,,,,1.0
MEGF9,,,,,1.0
MEIS3,,,1.0,,
MEMO1,1.0,,,,
MEN1,,1.0,,,
MERTK,1.0,,,,
MESP1,,,,,1.0
MESP2,1.0,,,,
MET,,1.0,,,
METAP1,,1.0,,,
METAP2,1.0,,,,
METRN,1.0,,,,
METRNL,1.0,,,,
METTL1,1.0,,,,
METTL11B,,,,1.0,
METTL2A,,,,,1.0
METTL3,,,1.0,,
METTL6,1.0,1.0,,,
METTL7A,,,,1.0,
METTL7B,1.0,1.0,,,
METTL8,,,1.0,,
MEX3B,,,,,1.0
MFAP1,1.0,,1.0,,
MFAP3L,1.0,,,,
MFAP4,,,1.0,,
MFAP5,1.0,,,,
MFF,1.0,,,,
MFGE8,1.0,,,,
MFHAS1,,1.0,,,
MFN2,1.0,,,,
MFNG,,,1.0,,
MFSD1,,,,1.0,
MFSD10,1.0,1.0,,,
MFSD2A,,,,1.0,
MFSD3,,1.0,,,
MFSD5,1.0,,,,
MFSD6,,,,1.0,
MFSD8,1.0,,,,
MFSD9,,,,1.0,
MGA,,,,,1.0
MGAT1,1.0,,,,
MGAT2,1.0,,,,
MGAT4A,,,,1.0,
MGAT4B,1.0,,,,
MGAT4C,,,,1.0,
MGAT5,,,1.0,,
MGMT,1.0,1.0,,,
MGP,,,1.0,,
MGST2,,,,1.0,
MIA,,,,,1.0
MICA,1.0,1.0,,,
MICAL3,,,1.0,,
MICALCL,,,,,1.0
MICALL1,1.0,,1.0,,
MICALL2,1.0,,,1.0,
MICB,1.0,,,,
MICU2,,1.0,,,
MICU3,,,,,1.0
MID1,1.0,,,,
MIDN,,,,,1.0
MIEF1,,,1.0,,
MIIP,1.0,,,,
MIP,,,,,1.0
MIPOL1,,,1.0,,
MIS12,,,,,1.0
MIS18A,,,1.0,,
MIS18BP1,,,,1.0,
MITD1,1.0,,,,
MITF,1.0,,,,
MKI67,1.0,,,,
MKLN1,1.0,,,,
MKNK1,1.0,,,,
MKX,1.0,,,,
MLC1,,,,1.0,
MLF2,1.0,,,,
MLIP,,,1.0,,
MLKL,1.0,1.0,,,
MLLT11,,,,,1.0
MLLT6,,1.0,,,
MLNR,,,1.0,,
MLXIP,,,,1.0,
MMAA,,1.0,,,
MMAB,,,,1.0,
MMACHC,,,1.0,,
MMADHC,1.0,1.0,,,
MMD,,,1.0,,
MME,1.0,,,,
MMP1,1.0,,,,
MMP14,1.0,,,,
MMP15,,,,1.0,
MMP17,1.0,,,,
MMP19,1.0,,,,
MMP24,,,1.0,,
MMP25,1.0,,,,
MMP28,1.0,,,,
MMP3,1.0,,,,
MMP7,1.0,,,,
MMRN1,,1.0,,,
MMS19,1.0,,,,
MMS22L,,,,,1.0
MN1,1.0,1.0,,,
MND1,1.0,,,,
MNX1,,,,,1.0
MOB1A,1.0,,,,
MOB1B,1.0,1.0,,,
MOB3C,1.0,,,,
MOCOS,1.0,1.0,,,
MOCS3,1.0,,,,
MOGS,1.0,,,,
MORC1,,1.0,,,
MORC2,,1.0,1.0,,
MORF4L1,1.0,,,,
MORN3,,,,,1.0
MOV10,1.0,,,,
MOV10L1,,,,1.0,
MPC1,,,,1.0,
MPG,1.0,,,,
MPHOSPH8,,1.0,,,
MPI,,,1.0,,
MPP1,,,,1.0,
MPP3,,,1.0,,
MPP4,1.0,,,,
MPP5,1.0,,,,
MPRIP,,,1.0,,
MPST,,,1.0,,
MPV17,,,1.0,,
MPV17L,,,1.0,,
MPZ,,,,,1.0
MPZL2,,,,1.0,
MR1,1.0,,,,
MRAS,1.0,,,,
MRC2,1.0,,,,
MRGBP,1.0,1.0,,,
MRGPRE,,,1.0,,
MRGPRF,,1.0,,,
MRGPRX3,,,,1.0,
MRI1,,,1.0,,
MRM1,,1.0,,,
MRO,,1.0,1.0,,
MROH6,,1.0,,,
MROH8,,,,,1.0
MRPL1,,1.0,,,
MRPL12,,,1.0,,
MRPL16,1.0,1.0,,,
MRPL19,1.0,,1.0,,
MRPL2,,,1.0,,
MRPL20,,1.0,,,
MRPL21,,1.0,,,
MRPL23,,1.0,,,
MRPL24,1.0,,,,
MRPL27,1.0,1.0,,,
MRPL3,,1.0,1.0,,
MRPL32,1.0,,,,
MRPL35,1.0,,,,
MRPL36,,,1.0,,
MRPL37,,,1.0,,
MRPL38,,1.0,,,
MRPL39,,,1.0,,
MRPL4,,,1.0,,
MRPL40,1.0,1.0,1.0,,
MRPL41,1.0,,,,
MRPL43,1.0,,,,
MRPL45,,1.0,,,
