Feature Name,1,2,3,4,5
PPIE,,,,1.0,
PPIG,,1.0,,,
PPIL2,,,1.0,,
PPL,,,,1.0,
PPM1B,,,,1.0,
PPM1D,,,,,1.0
PPM1F,1.0,,1.0,,
PPM1H,,,,1.0,
PPM1J,1.0,,,,
PPM1K,,1.0,,,
PPM1M,1.0,1.0,,,
PPP1CA,,1.0,,,
PPP1CB,,1.0,,,
PPP1R13B,,,1.0,,
PPP1R13L,1.0,,,,
PPP1R14A,1.0,,1.0,,
PPP1R14B,,,,1.0,
PPP1R16B,,,1.0,,
PPP1R17,,,1.0,,
PPP1R18,1.0,,,,
PPP1R26,,,,1.0,
PPP1R37,,,,1.0,
PPP1R3D,,,,1.0,
PPP1R3E,,,,1.0,
PPP1R7,,1.0,,,
PPP1R8,,,,,1.0
PPP1R9B,1.0,1.0,1.0,,
PPP2CA,1.0,,,,
PPP2CB,,,,,1.0
PPP2R1B,,1.0,,,
PPP2R2B,,,1.0,,
PPP2R2C,,,1.0,,
PPP2R3C,,,1.0,,
PPP2R5A,1.0,1.0,,,
PPP2R5C,,,1.0,,
PPP4C,1.0,,,,
PPP4R2,,1.0,,,
PPP4R4,,,1.0,1.0,
PPP6R2,1.0,,,,
PPP6R3,,1.0,,,
PPRC1,1.0,1.0,,,
PPT2,,,1.0,,
PPWD1,1.0,,,,
PQBP1,,,1.0,,
PQLC3,1.0,,,,
PRAF2,,,1.0,,
PRAP1,,,1.0,,
PRB3,,,,1.0,
PRC1,,,,,1.0
PRCD,,,1.0,,
PRCP,1.0,,,,
PRDM1,,,,1.0,
PRDM10,,,,,1.0
PRDM11,1.0,,,,
PRDM12,,,1.0,,
PRDM15,,,,1.0,1.0
PRDM5,1.0,,,,
PRDM6,1.0,,1.0,,
PRDM7,,,1.0,,
PRDM8,,,1.0,,
PRDX1,1.0,,,,
PRDX2,,,,,1.0
PRDX3,1.0,,,,
PRDX5,1.0,,,,
PRDX6,1.0,1.0,,,
PRELID1,1.0,,,,
PRELID2,1.0,,,,
PREP,,1.0,1.0,,
PREX1,,,1.0,,
PRG4,,1.0,,,
PRICKLE1,1.0,,1.0,,
PRICKLE3,,,,1.0,
PRICKLE4,1.0,,,,
PRIMA1,,,1.0,,
PRIMPOL,,,,,1.0
PRKAA1,1.0,1.0,,,
PRKAA2,,1.0,1.0,,
PRKAB1,,,,1.0,
PRKACA,,,,,1.0
PRKAR2A,1.0,1.0,,,
PRKCD,,1.0,,1.0,
PRKCE,1.0,,1.0,,
PRKCQ,1.0,1.0,,,
PRKCSH,1.0,,,,
PRKD2,1.0,,,,
PRKDC,1.0,,,,
PRKRIP1,1.0,,,,
PRKX,,,1.0,,
PRLHR,,,1.0,,
PRMT1,,,1.0,,
PRMT3,,,,1.0,
PRMT5,,,1.0,,
PRMT6,,,1.0,,
PRMT7,,,1.0,,
PRMT8,,,,1.0,
PROCR,1.0,,,,
PRODH,,,1.0,,
PRODH2,,,,1.0,
PROM1,,,,1.0,
PROM2,,1.0,,,
PROP1,,,,,1.0
PROS1,1.0,,,,
PROSER2,1.0,,,,
PROX1,,,,1.0,
PRPF19,,,1.0,,
PRPF3,,,,,1.0
PRPF38A,,1.0,,,
PRPF38B,1.0,,1.0,,
PRPF4,,,,,1.0
PRPF40A,,1.0,,,
PRPF6,,1.0,,,
PRPF8,,,1.0,,
PRPH2,,,,1.0,
PRPS1,,,1.0,,
PRPSAP2,,,1.0,,
PRR11,1.0,,1.0,,
PRR13,1.0,1.0,,,
PRR15,,,,1.0,
PRR16,1.0,,,,
PRR18,,,,1.0,
PRR3,,,1.0,,
PRR5,,,,1.0,
PRR7,1.0,,,,
PRRC1,1.0,1.0,,,
PRRC2A,1.0,,,,
PRRC2B,,,,1.0,
PRRG1,,1.0,1.0,,
PRRG2,,,,1.0,
PRRG4,,,,1.0,
PRRT1,1.0,,1.0,,
PRRT4,,,1.0,,
PRRX2,1.0,,,,
PRSS22,,,,1.0,
PRSS23,,,,1.0,
PRSS35,,1.0,,,
PRSS36,,,,1.0,
PRSS8,,,,1.0,
PRTFDC1,,,1.0,,
PRUNE2,,,,1.0,
PRX,1.0,,,,
PSAP,1.0,,,,
PSCA,1.0,,,,
PSD2,,1.0,1.0,,
PSD4,,,,1.0,
PSG1,1.0,,,,
PSG4,1.0,,,,
PSG5,1.0,,,,
PSG9,1.0,,,,
PSIP1,,,,,1.0
PSMA1,1.0,1.0,,,
PSMA2,1.0,,,,
PSMA4,1.0,,1.0,,
PSMA5,1.0,,,,
PSMA6,,,1.0,,
PSMA7,1.0,,,,
PSMB1,,1.0,,,
PSMB10,1.0,,,,
PSMB3,,1.0,,,
PSMB4,1.0,,,,
PSMB5,,,1.0,,
PSMB6,1.0,,,,
PSMB8,,,,1.0,
PSMB9,1.0,,,,
PSMC1,,,1.0,,
PSMC2,1.0,,,,
PSMC3,,,,,1.0
PSMC3IP,,,,,1.0
PSMC4,,,1.0,,
PSMC5,1.0,,,,
PSMC6,,1.0,,,
PSMD1,1.0,,,,
PSMD11,1.0,1.0,,,
PSMD12,1.0,,,,
PSMD13,1.0,1.0,,,
PSMD14,1.0,1.0,,,
PSMD2,1.0,,,,
PSMD4,1.0,1.0,,,
PSMD6,1.0,,,,
PSMD8,,,1.0,,
PSMD9,1.0,,,,
PSME1,,,,1.0,
PSME2,1.0,,,1.0,
PSME4,,1.0,,,
PSMF1,,,1.0,,
PSMG1,,,1.0,,
PSORS1C1,1.0,,,,
PSORS1C2,1.0,,,,
PSPC1,,1.0,,,
PSPH,1.0,,,,
PSTK,,1.0,,,
PSTPIP1,,,1.0,,
PSTPIP2,,1.0,,,
PTAR1,,,,1.0,
PTBP3,,,,1.0,
PTCD1,1.0,1.0,,,
PTCD2,1.0,,,,
PTCD3,,1.0,1.0,,
PTCH2,,,1.0,,
PTEN,1.0,,,,
PTF1A,,,,,1.0
PTGER1,,,,1.0,
PTGES,1.0,,,,
PTGES3,,1.0,,,
PTGFRN,,,1.0,,
PTGIR,,,,1.0,
PTGIS,,,1.0,,
PTGR1,1.0,,,,
PTGS1,,1.0,,,
PTGS2,,1.0,,,
PTH,,,,,1.0
PTH2R,,,,1.0,
PTK2B,,,,1.0,
PTMA,,1.0,,1.0,
PTN,,,,,1.0
PTP4A3,,,,1.0,
PTPMT1,,1.0,,,
PTPN12,1.0,,,,
PTPN14,1.0,1.0,,,
PTPN18,,1.0,,,
PTPN21,1.0,,1.0,,
PTPN23,1.0,,,,
PTPN3,,,,1.0,
PTPN4,,,1.0,,
PTPN6,,,,1.0,
PTPN7,1.0,1.0,,,
PTPN9,1.0,,,,
PTPRCAP,1.0,,,,
PTPRE,1.0,1.0,,,
PTPRH,,,,1.0,
PTPRJ,,1.0,,,
PTPRK,,,1.0,,
PTPRN2,,,,1.0,
PTPRQ,1.0,,,,
PTPRR,,,,,1.0
PTPRS,,,1.0,,
PTPRU,,,1.0,,
PTRH1,1.0,,1.0,,
PTRH2,1.0,,1.0,,
PTS,,,,1.0,1.0
PTX3,,,1.0,,
PURA,1.0,1.0,,,
PURB,,,,1.0,
PUS1,1.0,,,,
PUS10,1.0,,,,
PUS7,,1.0,1.0,,
PUS7L,,1.0,,,
PUSL1,,,1.0,,
PVALB,,,,,1.0
PWP1,1.0,,,,
PWP2,,,1.0,,
PWWP2A,,,,,1.0
PXDC1,1.0,,,,
PXK,1.0,,,,
PXMP2,,,,,1.0
PXN,1.0,,,1.0,
PYCR1,,1.0,,,
PYCR2,,,,1.0,
PYGL,1.0,,,,
PYGO2,,,,,1.0
QARS,1.0,1.0,,,
QKI,1.0,,,,
QPCT,,,,1.0,
QPRT,,1.0,,,
QRFPR,,,1.0,,
QRICH1,1.0,,,,
QSER1,,,,,1.0
QSOX1,1.0,,,1.0,
QSOX2,,,,1.0,
QTRT1,,,1.0,,
R3HCC1,,,,,1.0
R3HCC1L,1.0,,,,
RAB10,1.0,1.0,,,
RAB11FIP4,,,1.0,,
RAB11FIP5,1.0,,1.0,,
RAB13,1.0,1.0,,,
RAB14,,,,1.0,
RAB17,,,,1.0,
RAB1A,1.0,,,,
RAB20,,,,1.0,
RAB23,1.0,,,,
RAB24,1.0,,,,
RAB26,,,1.0,,
RAB27A,1.0,,,,
RAB27B,,1.0,,,
RAB2A,,,,1.0,
RAB31,1.0,,,,
RAB32,1.0,,,,
RAB33A,,,1.0,,1.0
RAB34,1.0,1.0,,,
RAB38,,1.0,,,
RAB3A,,,1.0,,
RAB3B,,,,1.0,
RAB3IL1,1.0,1.0,,,
RAB40A,1.0,,,,
RAB40C,,,,1.0,
RAB41,,,,,1.0
RAB43,1.0,,,,
RAB4A,,1.0,,,
RAB5A,,1.0,,,
RAB5B,,,,1.0,
RAB5C,1.0,,,,
RAB8A,1.0,,,,
RAB8B,,,1.0,,
RAB9B,,,,,1.0
RABAC1,1.0,,,,
RABEP1,,,1.0,,
RABEP2,,1.0,,1.0,
RABEPK,,,1.0,,
RABGAP1L,,1.0,,,
RABIF,,,,,1.0
RAC1,1.0,,,,
RAD18,1.0,1.0,,,
RAD50,1.0,,,,
RAD51,,,1.0,,
RAD51B,1.0,,1.0,,
RAD52,,,1.0,,
RAD54L,,,,1.0,
RAE1,,,1.0,,
RAET1G,1.0,,,,
RAF1,,1.0,,,
RAI1,,,1.0,,
RALA,,,,,1.0
RALB,1.0,,,,
RALGAPA1,,,,1.0,
RALGAPA2,,,,1.0,
RALGPS2,,1.0,,,
RAMP1,,,1.0,,
RAN,,1.0,,,
RANBP1,,,1.0,,
RANBP3,,,,1.0,
RANBP9,,,,,1.0
RAP1A,,1.0,,,
RAP1B,,,,,1.0
RAP1GAP2,,,1.0,,
RAP2A,,,,1.0,
RAP2C,1.0,,,,
RAPGEF1,,,1.0,,
RAPGEF3,1.0,1.0,,,
RAPGEF5,,,1.0,,
RARA,,,1.0,,
RARG,1.0,,,,
RARRES3,,,,1.0,
RARS,1.0,,,,
RASA3,,,,1.0,
RASA4,,,1.0,,
RASAL1,,,,1.0,
RASD1,,,,1.0,
RASD2,,1.0,,,
RASEF,,,,1.0,
RASGEF1A,,,,1.0,
RASGEF1C,,,1.0,,
RASGRF1,,,1.0,,
RASGRF2,,1.0,,,
RASGRP1,,,1.0,,
RASGRP2,,,1.0,,
RASIP1,,,1.0,,
RASL10A,,,1.0,,
RASL10B,,,1.0,,
RASL11A,,,1.0,,
RASL11B,,,1.0,,
RASSF2,,,1.0,,
RASSF6,,,,,1.0
RASSF8,1.0,,,,
RASSF9,1.0,,,,
RAVER2,,,1.0,,
RAX,,,,1.0,
RB1,1.0,,,,
RBBP5,,,,,1.0
RBBP8,,,,,1.0
RBBP8NL,,1.0,,1.0,
RBFOX2,,,1.0,,
RBFOX3,,,1.0,,
RBKS,1.0,,,,
RBL1,1.0,,,,
RBM10,,,1.0,,
RBM17,1.0,1.0,,,
RBM19,1.0,,,,
RBM22,1.0,,,,
RBM24,,,1.0,,
RBM26,,1.0,,,
RBM28,1.0,,1.0,,
RBM33,,,1.0,,
RBM38,,1.0,,1.0,
RBM42,1.0,,,,
RBM43,1.0,,,,
RBM46,,1.0,,,
RBM47,,1.0,,1.0,
RBM48,,,,,1.0
RBM4B,,,,,1.0
RBM5,1.0,,,,
RBM7,,,,1.0,
RBM8A,,1.0,,,
RBMS1,1.0,,,,
RBMS2,1.0,,,,
RBMS3,1.0,,,,
RBMX,,,1.0,,1.0
RBP1,,,,,1.0
RBPMS,1.0,,,,
RBPMS2,1.0,,,,
RC3H1,,1.0,,,
RC3H2,,,,,1.0
RCAN1,,,,,1.0
RCBTB1,,1.0,,,
RCBTB2,,,,,1.0
RCC1,1.0,1.0,,,
RCC2,,,,,1.0
RCL1,,,1.0,,
RCN2,,,,,1.0
RCOR1,,,1.0,,
RCOR2,,,1.0,,
RCSD1,,,,1.0,
RDH10,1.0,,,,
RDH14,,,,1.0,
RDH5,,,1.0,,
RDX,1.0,,,,
REC8,,,1.0,,
RECK,,,1.0,,
REEP4,1.0,1.0,,,
REEP5,1.0,1.0,,,
REEP6,1.0,,,,
REL,,1.0,,,
RELA,1.0,,,1.0,
RELB,1.0,,,,
REN,,1.0,,,
RENBP,,1.0,,,
REP15,1.0,,,,
RER1,1.0,,,,
REST,1.0,1.0,,,
RET,,,,1.0,
RETNLB,,,,,1.0
RETSAT,1.0,,,,
REV3L,,,,1.0,
RFC4,,,,,1.0
RFC5,,,,,1.0
RFK,,,,1.0,
RFPL1,,1.0,1.0,,
RFPL2,,,1.0,,
RFT1,1.0,,,,
RFTN2,1.0,,,,
RFX5,1.0,1.0,,,
RFX7,,,1.0,,
RFXANK,1.0,1.0,,,
RGL1,,1.0,1.0,,
RGMA,,1.0,,,
RGMB,,,,,1.0
RGPD1,,1.0,,,
RGPD2,,1.0,,,
RGPD4,,,,,1.0
RGPD5,1.0,,,,
RGR,,,1.0,,
RGS10,1.0,,1.0,,
RGS12,,,,1.0,
RGS13,,1.0,,,
RGS17,,,,1.0,
RGS19,1.0,1.0,1.0,,
RGS2,,1.0,,,
RGS20,1.0,,,,
RGS21,,1.0,,,
RGS5,1.0,,,,
RGS6,,1.0,,,
RGS7,,,,1.0,
RGS8,,,,,1.0
RHBDF1,1.0,1.0,,,
RHBDF2,1.0,1.0,1.0,,
RHBDL2,,,,1.0,
RHBDL3,,,1.0,,1.0
RHBG,,1.0,,,
RHCG,,,1.0,,
RHEB,,,,1.0,
RHOA,1.0,,,,
RHOB,,,1.0,,
RHOBTB1,,1.0,,,
RHOBTB2,,,,,1.0
RHOC,1.0,,,,
RHOD,1.0,1.0,,,
RHOG,1.0,,,,
RHOQ,1.0,,1.0,,
RHOU,,,,1.0,
RHOV,,1.0,1.0,,
RHPN1,,,,1.0,
RHPN2,,,,1.0,
RIC8A,1.0,,,,
RIC8B,,,,,1.0
RICTOR,,1.0,,,
RIIAD1,,,1.0,,
RILP,1.0,1.0,,,
RILPL1,1.0,,,,
RILPL2,1.0,,,,
RIMBP3C,,,,1.0,
RIMKLA,,,,1.0,
RIMKLB,1.0,,,,
RIMS2,,,,1.0,
RIN1,1.0,,1.0,,
RIN3,1.0,,,,
RINT1,1.0,,,,
RIOK1,,1.0,1.0,,
RIPK1,1.0,,,,
RIPK2,1.0,1.0,,,
RIPK3,,,,1.0,
RIPK4,,1.0,,,
RIPPLY2,,,1.0,,
RLIM,,,1.0,,
RLN1,,,,1.0,
RMDN1,1.0,,,,
RMDN2,1.0,,,,
RMDN3,1.0,,,,
RMI1,,,,,1.0
RMND5A,,1.0,,,
RNASE10,,,,1.0,
RNASE4,1.0,,,,
RNASEH1,,,1.0,,
RNASEH2A,,,,,1.0
RNASEL,,,,1.0,
RNASET2,,1.0,,,
RND1,,,,1.0,1.0
RND3,1.0,,1.0,,
RNF103,,,,1.0,
RNF111,1.0,,,,
RNF112,,,1.0,,
RNF113A,,,1.0,,
RNF114,,,1.0,,
RNF115,,1.0,,,
RNF121,,1.0,,,
RNF123,1.0,,,,
RNF126,,,1.0,,
RNF130,1.0,,,,
RNF133,,,,1.0,
RNF135,1.0,,,,
RNF14,,1.0,,,
RNF141,,,,1.0,
RNF145,1.0,,,,
RNF148,,,,1.0,
RNF149,1.0,1.0,,,
RNF157,,,1.0,,
RNF168,,,,,1.0
RNF181,1.0,,,,
RNF183,,,,1.0,1.0
RNF186,,,,1.0,
RNF2,,1.0,,,
RNF207,1.0,1.0,,,
RNF208,,,1.0,,
RNF212,1.0,,,,
RNF213,1.0,,,,
RNF215,1.0,,,,
RNF216,1.0,,,,
RNF217,1.0,,,,
RNF220,,,,1.0,
RNF223,,1.0,,,
RNF25,1.0,,,,
RNF26,1.0,,,,
RNF31,,,,1.0,
RNF34,,,,1.0,
RNF4,1.0,,,,
RNF43,,1.0,,,
RNF8,,,1.0,,
RNFT1,1.0,1.0,,,
RNFT2,,,,,1.0
RNH1,1.0,,,,
RNPEP,1.0,1.0,,,
RNPEPL1,,,,1.0,
ROBO3,1.0,,,,
ROBO4,1.0,,,,
ROM1,,,,1.0,
ROPN1B,,,,1.0,
ROR1,,,1.0,,
RORC,,,,1.0,
ROS1,1.0,,,,
RP9,,1.0,,,
RPA1,,1.0,,,
RPAP1,,,1.0,,
RPAP2,,,1.0,,
RPF1,,,1.0,,
RPF2,1.0,1.0,,,
RPGRIP1,,,,1.0,
RPGRIP1L,,,,,1.0
RPH3A,,,1.0,,
RPH3AL,,,,1.0,
RPL10,,,1.0,,
RPL10A,,,1.0,,
RPL11,1.0,,1.0,,
RPL12,1.0,,1.0,,
RPL13,,,1.0,,
RPL13A,,,1.0,,
RPL14,1.0,1.0,,,
RPL18,,,1.0,,
RPL18A,,,1.0,,
RPL19,,1.0,1.0,,
RPL22,1.0,1.0,1.0,,
RPL23,1.0,1.0,1.0,,
RPL23A,,1.0,1.0,,
RPL26,1.0,,1.0,,
RPL26L1,1.0,,,,
RPL27,1.0,,1.0,,
RPL27A,,1.0,,,
RPL28,,,1.0,,
RPL29,1.0,,,,
RPL3,1.0,,1.0,,
RPL31,1.0,,1.0,,
RPL32,1.0,,,,
RPL36,,,1.0,,
RPL36A,,,1.0,,
RPL37,,,1.0,,
RPL37A,,,1.0,,
RPL38,,,1.0,,
RPL39,,,1.0,,
RPL39L,1.0,,,,
RPL4,1.0,,1.0,,
RPL5,1.0,,1.0,,
RPL7,1.0,,,,
RPL7A,,,1.0,,
RPLP0,,,1.0,,
RPLP1,1.0,,1.0,,
RPN2,1.0,,,,
RPP14,1.0,,,,
RPP38,1.0,,,,
RPRM,,,,1.0,
RPRML,,,1.0,,
RPS10,1.0,,1.0,,
RPS12,1.0,1.0,,,
RPS15,1.0,,1.0,,
RPS15A,,,1.0,,
RPS18,1.0,,,,
RPS19,,,1.0,,
RPS2,,,1.0,,
RPS21,,,1.0,,
RPS23,1.0,,1.0,,
RPS24,1.0,,,,
RPS25,,1.0,,,
RPS27A,1.0,,,,
RPS27L,1.0,,1.0,,
RPS28,,,1.0,,
RPS29,,,1.0,,
RPS4X,,,1.0,,
RPS6KA1,,,,1.0,
RPS6KA3,,,,1.0,
RPS6KA4,1.0,1.0,,,
RPS6KA5,,,1.0,,
RPS6KB1,1.0,,,,
RPS6KB2,,1.0,,,
RPS6KL1,,,1.0,,
RPS7,,,1.0,,
RPS8,,,1.0,,
RPS9,,,1.0,,
RPSA,1.0,1.0,,,
RPTOR,,,,1.0,
RPUSD2,,,1.0,,
RPUSD3,1.0,1.0,,,
RPUSD4,,1.0,,,
RRAD,,,1.0,,
RRAGB,,,,,1.0
RRAGC,,,,1.0,
RRAS,1.0,,,,
RRAS2,1.0,1.0,,,
RRBP1,1.0,,,,
RREB1,,1.0,,,
RRM1,,,,,1.0
RRM2,,,1.0,,
RRNAD1,,,,1.0,
RRP1,,,1.0,,
RRP12,1.0,,,,
RRP15,1.0,,,,
RRP1B,,,1.0,,
RRP8,,1.0,,,
RRP9,,,1.0,,
RSAD1,,1.0,,,
RSL1D1,,,1.0,,
RSPH1,,,,1.0,
RSPH10B,,1.0,,,
RSPH10B2,,1.0,,,
RSPH3,,,,1.0,
RSPO1,1.0,,,,
RSPO3,1.0,,,,
RSPO4,,1.0,,,
RSRC1,,,1.0,,
RSRC2,,,,1.0,
RSU1,1.0,,,,
RTBDN,,,,1.0,
RTCA,1.0,,,,
RTCB,,,1.0,,
RTKN,,1.0,,1.0,
RTN1,,,1.0,,1.0
RTN2,,,1.0,,
RTN3,,,,,1.0
RTN4,1.0,,,,
RTN4IP1,1.0,,,1.0,
RTN4R,,,1.0,,
RTN4RL1,,,1.0,,
RTN4RL2,,,1.0,,
RTP1,,,,,1.0
RTP4,,,,1.0,
RTTN,,,,,1.0
RUFY1,1.0,,,,
RUFY2,,,,,1.0
RUFY3,,,,,1.0
RUNDC1,,,,1.0,
RUNX1,,1.0,,,
RUNX2,,1.0,,,
RUNX3,1.0,,,,
RUSC2,1.0,,,,
RUVBL1,,,1.0,,
RUVBL2,,,1.0,,
RWDD2B,,,1.0,,
RWDD3,1.0,1.0,,,
RXFP3,,,,1.0,
RXRA,1.0,,1.0,,
RXRG,,,1.0,,
RYBP,,,,,1.0
RYR2,,,,1.0,
RYR3,,,,1.0,
S100A10,1.0,,,,
S100A11,1.0,,,,
S100A13,,,,1.0,
S100A14,,,,1.0,
S100A2,,,1.0,,
S100A5,,,1.0,,
S100P,,,,1.0,
S1PR3,1.0,,,,
S1PR5,1.0,,,,
SAA1,1.0,,,,
SAA2,1.0,,,,
SACS,,,1.0,,
SAFB,,,1.0,,
SAGE1,1.0,,,,
SALL1,,,,1.0,
SALL3,,,,1.0,
SAMD1,,,,,1.0
SAMD11,1.0,,,,
SAMD12,,1.0,,1.0,
SAMD13,,,,1.0,
SAMD14,,,,,1.0
SAMD4A,1.0,,,,
SAMD5,,1.0,,,
SAMD8,1.0,,,,
SAMD9,,,,1.0,
SAMD9L,1.0,,,,
SAMHD1,,,,,1.0
SAMM50,,,1.0,,
SAP30BP,1.0,,,,
SAPCD1,1.0,,,,
SAPCD2,,,,1.0,
SAR1B,1.0,,,,
SARM1,,,1.0,,
SARS,,,1.0,,
SASH1,1.0,1.0,,,
SASS6,,1.0,,,
SAT1,,,,1.0,
SAT2,1.0,,,,
SBDS,1.0,,,,
SBF1,,,1.0,,
SBK1,,,,,1.0
SBSN,1.0,,,,
SCAF4,,,1.0,,1.0
SCAMP2,1.0,,,,
SCAMP3,1.0,,,,
SCAMP5,,,1.0,,
SCAP,,1.0,,,
SCARA3,1.0,,,,
SCARB1,1.0,,1.0,,
SCARB2,,,,1.0,
SCARF1,1.0,,,,
SCARF2,1.0,1.0,1.0,,
SCG3,,,1.0,,
SCGB3A2,,1.0,,,
SCHIP1,,,1.0,,
SCIN,,,,1.0,
SCMH1,,,,1.0,
SCML2,,1.0,,,
SCN1B,,,1.0,,
SCN2A,,,,1.0,
SCN2B,,,1.0,,
SCN3A,,,,1.0,
SCN3B,,,1.0,,
SCN4A,,1.0,,,
SCN4B,,,1.0,,
SCNN1A,,,,1.0,
SCNN1B,,,1.0,,
SCNN1D,1.0,,,,
SCO1,1.0,1.0,,,
SCOC,,,,1.0,
SCP2,,,,1.0,
SCRIB,,,,1.0,
SCRN1,1.0,,,,
SCRT1,,,1.0,,
SCRT2,,,1.0,,
SCTR,,1.0,,,
SCUBE1,,,1.0,,
SCUBE2,,,,1.0,
SCYL1,1.0,1.0,,,
SDC1,1.0,,,,
SDC4,1.0,,,1.0,
SDF4,1.0,,,,
SDHAF1,,,1.0,,
SDHAF2,,,,1.0,
SDHB,1.0,1.0,,,
SDSL,1.0,,,,
SEC11A,1.0,,,,
SEC11C,,,,1.0,
SEC13,,1.0,,,
SEC14L2,,1.0,,,
SEC16A,1.0,,,1.0,
SEC22C,1.0,,,,
SEC23A,1.0,,1.0,,
SEC23IP,,1.0,,,
SEC24A,1.0,1.0,,,
SEC24B,1.0,1.0,,,
SEC31A,,1.0,,,
SEC61B,,,,1.0,
SEC62,,,,1.0,1.0
SEL1L2,,,1.0,,
SELE,1.0,,,,
SELENBP1,,,,1.0,
SEMA3C,1.0,1.0,,,
SEMA3E,,1.0,,,
SEMA3F,1.0,,,,
SEMA3G,,1.0,,,
SEMA4A,,1.0,,,
SEMA4B,1.0,,,1.0,
SEMA4D,,,,,1.0
SEMA5A,,1.0,,,
SEMA5B,,,1.0,,
SEMA6B,,,1.0,,
SEMA7A,1.0,,1.0,,
SEMG1,1.0,,,,
SENP1,,,,,1.0
SENP5,,,,,1.0
SENP6,,1.0,,,
SENP7,,,,,1.0
SEPHS2,,,,1.0,
SERBP1,,1.0,1.0,,
SERF1A,,,,,1.0
SERINC2,,,,1.0,
SERPINA1,,,,1.0,
SERPINA10,,,1.0,,
SERPINA11,,,,1.0,
SERPINB1,,,,1.0,
SERPINB6,1.0,1.0,,,
SERPINB7,1.0,,,,
SERPINB8,,,,,1.0
SERPINE1,1.0,,,,
SERPINH1,1.0,,,,
SERPINI2,,,,1.0,
SERTAD1,1.0,,,,
SERTAD2,1.0,,,,
SERTAD3,1.0,,,,
SETD3,,,1.0,,
SETD5,,1.0,,,
SETDB1,,1.0,,,
SETMAR,,1.0,,,
SETX,1.0,,,,
SEZ6,,,1.0,,
SF1,,1.0,,,
SF3A1,,,1.0,,
SF3A2,,,1.0,,
SF3B1,,1.0,,,
SFMBT2,,1.0,,,
SFPQ,,1.0,,,
SFR1,1.0,,,,
SFRP4,,,1.0,,
SFT2D1,1.0,1.0,,,
SFT2D2,,,,,1.0
SFTA3,,,,1.0,
SFTPA1,,,,1.0,
SFTPB,,,,1.0,
SFTPC,,,1.0,,
SFTPD,,,,1.0,
SFXN1,1.0,,,,
SFXN2,,1.0,,,
SFXN3,1.0,,,,
SFXN5,,,,1.0,
SGCA,,,1.0,,
SGCB,,,,,1.0
SGK1,1.0,,,,
SGMS1,1.0,,,,
SGMS2,1.0,,,,
SGSH,1.0,,,,
SGSM1,,,,1.0,
SGSM2,,,1.0,,
SH2B2,,,1.0,,
SH2D1A,,,,1.0,
SH2D3A,,,,1.0,
SH2D3C,,,1.0,,
SH2D4A,,,,1.0,
SH2D5,,,1.0,,
SH2D6,,1.0,1.0,,
SH2D7,,,,,1.0
SH3BGRL,,1.0,,,
SH3BGRL2,,,,,1.0
SH3BGRL3,1.0,,,,
SH3BP1,,1.0,,,
SH3BP2,,1.0,,,
SH3BP4,,,,1.0,
SH3BP5,,,,1.0,
SH3D19,1.0,1.0,,,
SH3GL1,,,1.0,,
SH3GLB1,,,,1.0,
SH3KBP1,1.0,,1.0,,
SH3RF1,,1.0,,,
SH3RF2,1.0,,,,
SH3RF3,,,,1.0,
SH3TC2,,1.0,,,
SH3YL1,,1.0,,1.0,
SHANK1,,,1.0,,
SHBG,1.0,,,,
SHC1,1.0,,,,
SHC3,,,1.0,,
SHC4,,,,,1.0
SHCBP1,1.0,,,,
SHCBP1L,,,,,1.0
SHD,,,,,1.0
SHF,,,1.0,,
SHISA2,,,,1.0,
SHISA4,1.0,,,,
SHISA5,1.0,,,,
SHISA9,,,,,1.0
SHMT2,,1.0,,,
SHOX2,,,1.0,,
SHROOM1,,,,1.0,
SHROOM3,,,,1.0,1.0
SHROOM4,,1.0,,,
SIAE,1.0,,,,
SIAH2,,,1.0,,
SIDT1,,,,1.0,
SIDT2,1.0,,,,
SIGIRR,,,,1.0,
SIGLEC10,1.0,,,,
SIGLEC15,,,,1.0,
SIK1,,1.0,,,
SIK2,,,,1.0,
SIL1,1.0,,,,
SIMC1,,,1.0,,
SIN3B,,,1.0,,
SIPA1,1.0,,,,
SIRPA,1.0,,,,
SIRT6,,,1.0,,
SIT1,,,,,1.0
SIVA1,,,1.0,,
SIX5,1.0,,,,
SIX6,,,1.0,,
SKA1,,,,,1.0
SKA2,,,,,1.0
SKA3,,1.0,,,
SKAP1,,,,1.0,
SKAP2,,1.0,,,
SKI,1.0,,,,
SKIDA1,,,1.0,,
SKP1,1.0,,,,
SKP2,,1.0,1.0,,
SLA,,,1.0,,
SLAMF6,,,1.0,,
SLC10A3,1.0,,,1.0,
SLC10A4,,,,,1.0
SLC11A1,,,,1.0,
SLC11A2,,1.0,,1.0,
SLC12A2,,1.0,,,
SLC12A4,1.0,,,,
SLC12A7,,,,1.0,
SLC12A8,,1.0,,,
SLC13A3,,,,1.0,
SLC15A2,,1.0,,,
SLC15A3,,,,1.0,
SLC16A1,,1.0,1.0,,
SLC16A10,,,1.0,,
SLC16A12,,,,1.0,
SLC16A2,,,1.0,,
SLC16A5,1.0,1.0,,,
SLC16A9,,,1.0,,
SLC17A5,,,,1.0,
SLC17A6,,,1.0,,
SLC17A7,,,1.0,,
SLC18A3,,,1.0,,
SLC19A1,1.0,1.0,,,
SLC1A1,,,1.0,,
SLC1A2,,,1.0,,
